experiment.name,experiment.seed,training.epochs,training.batch_size,training.threads,training.val_split,training.autotune,dataset.manifest,dataset.filters.include_negatives,dataset.filters.balance,dataset.filters.max_per_class,dataset.filters.quality,dataset.filters.positive_subsets,dataset.filters.negative_subsets,dataset.filters.call_type,dataset.filters.source_root,dataset.filters.splits,dataset.filters.manifest,dataset.filters.seed,metrics.iid.best_f1.threshold,metrics.iid.best_f1.precision,metrics.iid.best_f1.recall,metrics.iid.best_f1.f1,metrics.iid.best_f1.accuracy,metrics.iid.auroc,metrics.iid.auprc,metrics.ood.best_f1.threshold,metrics.ood.best_f1.precision,metrics.ood.best_f1.recall,metrics.ood.best_f1.f1,metrics.ood.best_f1.accuracy,metrics.ood.auroc,metrics.ood.auprc,metadata.timestamp,metadata.git_commit,training_args.fmin,training_args.fmax,analyzer_args.fmin,analyzer_args.fmax,analyzer_args.sensitivity,training_args.overlap,analyzer_args.overlap,training_args.focal-loss,training_args.focal-loss-gamma,training_args.focal-loss-alpha,training_args.learning_rate,training_args.hidden_units,training_args.mixup,training_args.dropout,training_args.label_smoothing,training_args.upsampling_mode,training_args.upsampling_ratio,validation_package.used,validation_package.positive_count,validation_package.negative_count,validation_package.total_count
stage11_035,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\top50'],[],,data\splits,['train'],data\manifest.csv,456.0,0.05,0.961,0.902,0.931,0.91,0.976,0.988,0.05,0.946,0.778,0.854,0.874,0.942,0.948,2025-12-08T17:41:32.038733Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage11_036,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\top50'],[],,data\splits,['train'],data\manifest.csv,789.0,0.95,0.904,0.93,0.917,0.887,0.963,0.983,0.9,0.81,0.882,0.845,0.847,0.938,0.941,2025-12-08T17:41:33.107186Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage11_037,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\medium'],[],,data\splits,['train'],data\manifest.csv,123.0,0.0,0.669,1.0,0.802,0.669,0.816,0.895,0.2,0.993,0.607,0.753,0.813,0.799,0.803,2025-12-08T17:41:34.108547Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage11_038,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\medium'],[],,data\splits,['train'],data\manifest.csv,456.0,0.05,0.889,0.756,0.817,0.774,0.865,0.94,0.05,0.867,0.635,0.733,0.782,0.868,0.884,2025-12-08T17:41:35.219722Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage11_039,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\medium'],[],,data\splits,['train'],data\manifest.csv,789.0,0.0,0.667,1.0,0.8,0.667,0.807,0.92,0.45,0.964,0.576,0.721,0.79,0.778,0.834,2025-12-08T17:41:36.280539Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage1_sweep_001,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,,,data\splits,['train'],data\manifest.csv,123.0,0.0,0.665,1.0,0.799,0.665,0.775,0.849,0.05,0.973,0.523,0.68,0.77,0.757,0.742,2025-12-08T17:41:37.383615Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0001,0.0,False,0.0,False,repeat,0.0,False,,,
stage2_sweep_001,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,,,data\splits,['train'],data\manifest.csv,123.0,0.05,0.99,0.686,0.811,0.786,0.841,0.896,0.05,0.976,0.591,0.736,0.799,0.792,0.784,2025-12-08T17:41:38.495493Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,False,0.25,False,repeat,0.0,False,,,
stage2b_001,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,,,data\splits,['train'],data\manifest.csv,123.0,0.0,0.667,1.0,0.8,0.667,0.796,0.877,0.65,0.934,0.558,0.698,0.773,0.767,0.767,2025-12-08T17:41:39.521781Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,0.0,0.0,0.0005,512.0,False,0.25,False,repeat,0.0,False,,,
stage3_001,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,,,data\splits,['train'],data\manifest.csv,123.0,0.05,0.992,0.879,0.932,0.919,0.938,0.955,0.05,0.991,0.874,0.929,0.931,0.936,0.938,2025-12-08T17:41:40.521588Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,0.0,0.0,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage3_extra_050,202,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,,,data\splits,['train'],data\manifest.csv,202.0,0.05,0.958,0.866,0.91,0.885,0.923,0.953,0.05,0.926,0.686,0.788,0.826,0.832,0.829,2025-12-08T17:41:41.621753Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,0.0,0.0,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage3b_001,123,,32.0,,,,,,,,,,,,data\splits,['train'],data\manifest.csv,123.0,1.0,0.789,1.0,0.882,0.822,0.731,0.789,1.0,0.528,1.0,0.691,0.578,0.6,0.528,2025-12-08T17:41:42.690429Z,469e3616267207698b94bf924f4e309fbb95ddcb,,,,,,,,False,0.0,0.0,0.0005,512.0,True,0.25,True,repeat,0.2,False,,,
stage3c_augB_036,789,,32.0,,,,,,,,,,,,data\splits,['train'],data\manifest.csv,789.0,1.0,0.926,0.99,0.957,0.929,0.834,0.926,1.0,0.625,0.998,0.769,0.692,0.683,0.625,2025-12-08T17:41:43.784953Z,469e3616267207698b94bf924f4e309fbb95ddcb,,,,,,,,False,0.0,0.0,0.001,512.0,False,0.25,True,linear,0.55,False,,,
stage4_001,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,['high'],,,"['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,123.0,0.0,0.746,1.0,0.854,0.746,0.828,0.915,0.05,0.992,0.714,0.83,0.845,0.856,0.866,2025-12-08T17:41:44.738139Z,469e3616267207698b94bf924f4e309fbb95ddcb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,0.0,0.0,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage5_001,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",[],[],,data\splits,['train'],data\manifest.csv,123.0,0.55,0.918,0.792,0.851,0.814,0.873,0.924,0.05,0.871,0.686,0.768,0.804,0.819,0.812,2025-12-08T17:41:45.892629Z,d49816077f06a50ae87a1e1ceaf90ce000e3b425,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,False,0.25,False,repeat,0.0,False,,,
stage6_001,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",[],[],,data\splits,['train'],data\manifest.csv,123.0,0.6,0.784,0.95,0.859,0.792,0.892,0.949,0.8,0.841,0.625,0.717,0.767,0.81,0.845,2025-12-08T17:41:46.924717Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage6_002,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",[],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,123.0,0.9,0.928,0.922,0.925,0.896,0.958,0.981,0.9,0.811,0.82,0.816,0.822,0.904,0.917,2025-12-08T17:41:48.035859Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage6_003,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",[],['AudioData\\curated\\hardNeg\\hardneg_conf_min_99'],,data\splits,['train'],data\manifest.csv,123.0,0.05,0.996,0.837,0.91,0.888,0.917,0.946,0.05,0.974,0.739,0.84,0.867,0.866,0.86,2025-12-08T17:41:49.120826Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage6_004,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],[],,data\splits,['train'],data\manifest.csv,123.0,0.55,0.901,0.83,0.864,0.811,0.863,0.929,0.05,0.889,0.774,0.827,0.841,0.863,0.856,2025-12-08T17:41:50.124432Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage6_005,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,123.0,0.05,0.998,0.804,0.891,0.877,0.902,0.926,0.05,0.998,0.668,0.801,0.855,0.834,0.813,2025-12-08T17:41:51.153070Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage6_006,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_99'],,data\splits,['train'],data\manifest.csv,123.0,0.95,0.859,0.959,0.906,0.867,0.951,0.977,0.95,0.616,0.941,0.744,0.695,0.9,0.913,2025-12-08T17:41:52.226422Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage6_007,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\top50'],[],,data\splits,['train'],data\manifest.csv,123.0,0.05,0.998,0.675,0.806,0.784,0.837,0.891,0.05,0.997,0.593,0.744,0.808,0.796,0.784,2025-12-08T17:41:53.271265Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage6_008,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\top50'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,123.0,1.0,0.853,0.97,0.908,0.869,0.823,0.852,1.0,0.656,0.965,0.781,0.744,0.76,0.654,2025-12-08T17:41:54.371168Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage6_009,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\top50'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_99'],,data\splits,['train'],data\manifest.csv,123.0,0.05,0.981,0.802,0.883,0.86,0.897,0.932,0.05,0.928,0.71,0.804,0.838,0.846,0.843,2025-12-08T17:41:55.483639Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage6_010,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,"['high', 'medium']",[],[],,data\splits,['train'],data\manifest.csv,123.0,0.0,0.673,1.0,0.805,0.673,0.827,0.891,0.05,0.969,0.61,0.749,0.807,0.801,0.794,2025-12-08T17:41:56.505651Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage6_011,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,"['high', 'medium']",[],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,123.0,0.05,0.99,0.683,0.808,0.784,0.839,0.894,0.05,0.993,0.598,0.747,0.809,0.798,0.787,2025-12-08T17:41:57.553685Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage6_012,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,"['high', 'medium']",[],['AudioData\\curated\\hardNeg\\hardneg_conf_min_99'],,data\splits,['train'],data\manifest.csv,123.0,1.0,0.866,0.906,0.885,0.843,0.824,0.859,1.0,0.617,0.918,0.738,0.691,0.713,0.613,2025-12-08T17:41:58.690361Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage6_013,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],[],,data\splits,['train'],data\manifest.csv,123.0,0.05,0.982,0.997,0.99,0.984,0.996,0.999,0.05,0.977,0.987,0.982,0.975,0.989,0.993,2025-12-08T17:41:59.720340Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage6_014,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,123.0,0.05,0.999,0.813,0.896,0.887,0.906,0.925,0.05,1.0,0.826,0.905,0.928,0.913,0.898,2025-12-08T17:42:00.725902Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage6_015,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_99'],,data\splits,['train'],data\manifest.csv,123.0,0.05,0.998,0.664,0.797,0.777,0.831,0.886,0.05,0.999,0.648,0.786,0.827,0.824,0.82,2025-12-08T17:42:01.837849Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage6_016,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\top50'],[],,data\splits,['train'],data\manifest.csv,123.0,0.05,0.996,0.993,0.994,0.989,0.99,0.999,0.05,0.991,0.967,0.979,0.964,0.977,0.994,2025-12-08T17:42:02.888684Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage6_017,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\top50'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,123.0,0.05,0.995,0.666,0.798,0.777,0.832,0.887,0.05,0.994,0.597,0.746,0.811,0.798,0.784,2025-12-08T17:42:03.937371Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage6_018,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\top50'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_99'],,data\splits,['train'],data\manifest.csv,123.0,0.0,0.657,1.0,0.793,0.657,0.82,0.877,0.05,0.999,0.565,0.722,0.8,0.782,0.765,2025-12-08T17:42:05.009060Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage6_019,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",[],[],,data\splits,['train'],data\manifest.csv,456.0,1.0,0.909,0.866,0.887,0.835,0.82,0.9,1.0,0.725,0.894,0.801,0.773,0.78,0.714,2025-12-08T17:42:06.141989Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage6_020,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",[],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,456.0,0.9,0.922,0.894,0.908,0.867,0.944,0.98,0.85,0.912,0.774,0.837,0.844,0.895,0.914,2025-12-08T17:42:07.170254Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage6_021,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",[],['AudioData\\curated\\hardNeg\\hardneg_conf_min_99'],,data\splits,['train'],data\manifest.csv,456.0,0.05,0.997,0.999,0.998,0.997,0.998,0.999,0.05,0.996,0.957,0.976,0.972,0.978,0.982,2025-12-08T17:42:08.102416Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage6_022,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],[],,data\splits,['train'],data\manifest.csv,456.0,0.65,0.971,0.978,0.974,0.961,0.989,0.996,0.05,0.972,1.0,0.986,0.978,0.997,0.999,2025-12-08T17:42:09.064499Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage6_023,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,456.0,0.6,0.845,0.867,0.856,0.795,0.88,0.95,0.85,0.837,0.666,0.742,0.779,0.817,0.85,2025-12-08T17:42:10.261418Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage6_024,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_99'],,data\splits,['train'],data\manifest.csv,456.0,0.05,0.947,0.799,0.867,0.835,0.886,0.93,0.05,0.943,0.634,0.758,0.809,0.81,0.804,2025-12-08T17:42:11.293276Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage6_025,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\top50'],[],,data\splits,['train'],data\manifest.csv,456.0,0.05,0.999,0.821,0.902,0.877,0.91,0.944,0.05,0.996,0.74,0.849,0.884,0.87,0.855,2025-12-08T17:42:12.334578Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage6_026,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\top50'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,456.0,0.85,0.9,0.837,0.867,0.83,0.885,0.928,0.6,0.894,0.749,0.815,0.84,0.86,0.857,2025-12-08T17:42:13.397658Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage6_027,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\top50'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_99'],,data\splits,['train'],data\manifest.csv,456.0,0.05,0.94,0.935,0.938,0.917,0.956,0.974,0.65,0.927,0.801,0.859,0.872,0.902,0.908,2025-12-08T17:42:14.430516Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage6_028,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,"['high', 'medium']",[],[],,data\splits,['train'],data\manifest.csv,456.0,1.0,0.744,0.996,0.852,0.768,0.653,0.743,1.0,0.525,0.952,0.677,0.571,0.592,0.524,2025-12-08T17:42:15.561564Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage6_029,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,"['high', 'medium']",[],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,456.0,1.0,0.672,1.0,0.804,0.674,0.511,0.672,1.0,0.476,0.995,0.644,0.481,0.509,0.476,2025-12-08T17:42:16.711461Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage6_030,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,"['high', 'medium']",[],['AudioData\\curated\\hardNeg\\hardneg_conf_min_99'],,data\splits,['train'],data\manifest.csv,456.0,0.05,0.998,0.701,0.824,0.801,0.85,0.899,0.05,0.999,0.685,0.813,0.858,0.842,0.826,2025-12-08T17:42:17.887031Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage6_031,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],[],,data\splits,['train'],data\manifest.csv,456.0,0.05,0.912,0.865,0.888,0.854,0.903,0.944,0.05,0.795,0.722,0.757,0.781,0.826,0.836,2025-12-08T17:42:18.938065Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage6_032,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_50'],,data\splits,['train'],data\manifest.csv,456.0,0.05,1.0,0.713,0.833,0.813,0.857,0.9,0.05,0.981,0.605,0.748,0.815,0.8,0.783,2025-12-08T17:42:19.988671Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage6_033,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\small'],['AudioData\\curated\\hardNeg\\hardneg_conf_min_99'],,data\splits,['train'],data\manifest.csv,456.0,1.0,0.791,0.986,0.878,0.816,0.731,0.791,1.0,0.642,0.939,0.763,0.721,0.737,0.638,2025-12-08T17:42:21.095151Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
stage6_034,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,"['high', 'medium']",['AudioData\\curated\\bestLowQuality\\top50'],[],,data\splits,['train'],data\manifest.csv,456.0,0.0,0.62,1.0,0.765,0.62,0.807,0.853,0.05,1.0,0.516,0.68,0.792,0.758,0.724,2025-12-08T17:42:22.158020Z,dad5362c45c67caee177d17ecd5c8f9dc4290bd4,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,2.0,0.25,0.0005,512.0,True,0.25,True,repeat,0.0,False,,,
