experiment.name,experiment.seed,training.epochs,training.batch_size,training.threads,training.val_split,training.autotune,dataset.manifest,dataset.filters.include_negatives,dataset.filters.balance,dataset.filters.max_per_class,dataset.filters.quality,dataset.filters.call_type,dataset.filters.source_root,dataset.filters.splits,dataset.filters.manifest,dataset.filters.seed,metrics.iid.best_f1.threshold,metrics.iid.best_f1.precision,metrics.iid.best_f1.recall,metrics.iid.best_f1.f1,metrics.iid.best_f1.accuracy,metrics.iid.auroc,metrics.iid.auprc,metrics.ood.best_f1.threshold,metrics.ood.best_f1.precision,metrics.ood.best_f1.recall,metrics.ood.best_f1.f1,metrics.ood.best_f1.accuracy,metrics.ood.auroc,metrics.ood.auprc,metadata.timestamp,metadata.git_commit,training_args.fmin,training_args.fmax,analyzer_args.fmin,analyzer_args.fmax,analyzer_args.sensitivity,training_args.overlap,analyzer_args.overlap,training_args.focal-loss,training_args.focal-loss-gamma,training_args.focal-loss-alpha,training_args.learning_rate,training_args.hidden_units,training_args.mixup,training_args.dropout,training_args.label_smoothing,training_args.upsampling_mode,training_args.upsampling_ratio
stage4_078,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium', 'low']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,789.0,1.0,0.306,0.682,0.423,0.979,0.834,0.996,1.0,0.678,0.485,0.566,0.849,0.717,0.876,2025-10-28T17:30:21.620142Z,469e3616267207698b94bf924f4e309fbb95ddcb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,0.0,0.0,0.0005,512.0,True,0.25,True,repeat,0.3
stage4_079,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium', 'low']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,123.0,0.95,0.404,0.667,0.503,0.958,0.963,0.998,1.0,0.619,0.584,0.601,0.717,0.709,0.757,2025-10-28T17:30:22.991337Z,469e3616267207698b94bf924f4e309fbb95ddcb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,0.0,0.0,0.0005,512.0,True,0.25,True,repeat,0.5
stage4_080,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium', 'low']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,456.0,1.0,0.962,0.894,0.927,0.963,0.945,0.963,1.0,0.981,0.423,0.591,0.703,0.709,0.624,2025-10-28T17:30:24.375220Z,469e3616267207698b94bf924f4e309fbb95ddcb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,0.0,0.0,0.0005,512.0,True,0.25,True,repeat,0.5
stage4_081,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium', 'low']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,789.0,0.05,0.995,0.995,0.995,0.999,0.999,1.0,0.95,0.823,0.572,0.675,0.858,0.832,0.9,2025-10-28T17:30:25.719912Z,469e3616267207698b94bf924f4e309fbb95ddcb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,0.0,0.0,0.0005,512.0,True,0.25,True,repeat,0.5
stage4_082,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium', 'low']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,123.0,1.0,1.0,0.306,0.469,0.771,0.653,0.746,1.0,1.0,0.208,0.344,0.584,0.604,0.533,2025-10-28T17:30:27.202295Z,469e3616267207698b94bf924f4e309fbb95ddcb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,0.0,0.0,0.0005,512.0,True,0.25,True,linear,0.0
stage4_083,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium', 'low']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,456.0,1.0,0.936,0.95,0.943,0.967,0.97,0.978,1.0,0.934,0.656,0.771,0.811,0.815,0.744,2025-10-28T17:30:28.539749Z,469e3616267207698b94bf924f4e309fbb95ddcb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,0.0,0.0,0.0005,512.0,True,0.25,True,linear,0.0
stage4_084,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium', 'low']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,789.0,1.0,0.861,0.992,0.922,0.945,0.982,0.99,1.0,0.903,0.793,0.845,0.849,0.876,0.798,2025-10-28T17:30:30.018592Z,469e3616267207698b94bf924f4e309fbb95ddcb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,0.0,0.0,0.0005,512.0,True,0.25,True,linear,0.0
stage4_085,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium', 'low']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,123.0,0.05,0.981,0.977,0.979,0.986,0.993,0.995,1.0,0.816,0.937,0.872,0.859,0.93,0.896,2025-10-28T17:30:31.401683Z,469e3616267207698b94bf924f4e309fbb95ddcb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,0.0,0.0,0.0005,512.0,True,0.25,True,linear,0.3
stage4_086,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium', 'low']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,456.0,1.0,0.927,0.912,0.92,0.95,0.948,0.957,1.0,0.982,0.545,0.701,0.758,0.769,0.667,2025-10-28T17:30:32.767329Z,469e3616267207698b94bf924f4e309fbb95ddcb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,0.0,0.0,0.0005,512.0,True,0.25,True,linear,0.3
stage4_087,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium', 'low']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,789.0,0.95,0.84,0.773,0.805,0.95,0.984,0.997,1.0,0.613,0.775,0.684,0.708,0.787,0.79,2025-10-28T17:30:34.260070Z,469e3616267207698b94bf924f4e309fbb95ddcb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,0.0,0.0,0.0005,512.0,True,0.25,True,linear,0.3
stage4_088,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium', 'low']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,123.0,1.0,0.678,0.582,0.627,0.955,0.784,0.971,1.0,0.892,0.241,0.38,0.721,0.613,0.703,2025-10-28T17:30:35.631785Z,469e3616267207698b94bf924f4e309fbb95ddcb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,0.0,0.0,0.0005,512.0,True,0.25,True,linear,0.5
stage4_089,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium', 'low']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,456.0,0.9,0.991,0.939,0.964,0.982,0.986,0.99,1.0,0.955,0.564,0.709,0.784,0.775,0.718,2025-10-28T17:30:37.036860Z,469e3616267207698b94bf924f4e309fbb95ddcb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,0.0,0.0,0.0005,512.0,True,0.25,True,linear,0.5
stage4_090,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium', 'low']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,789.0,0.55,0.996,0.928,0.961,0.991,0.988,0.997,1.0,0.879,0.402,0.551,0.76,0.688,0.735,2025-10-28T17:30:38.418259Z,469e3616267207698b94bf924f4e309fbb95ddcb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,0.0,0.0,0.0005,512.0,True,0.25,True,linear,0.5
stage4_091,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,"['high', 'medium', 'low']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,123.0,1.0,0.936,0.813,0.87,0.938,0.902,0.938,1.0,0.995,0.363,0.532,0.681,0.681,0.611,2025-10-28T17:30:39.850643Z,469e3616267207698b94bf924f4e309fbb95ddcb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,0.0,0.0,0.0005,512.0,True,0.25,True,repeat,0.0
stage4_092,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,"['high', 'medium', 'low']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,456.0,1.0,0.93,0.759,0.836,0.957,0.878,0.96,1.0,0.991,0.37,0.539,0.699,0.684,0.635,2025-10-28T17:30:41.351773Z,469e3616267207698b94bf924f4e309fbb95ddcb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,0.0,0.0,0.0005,512.0,True,0.25,True,repeat,0.0
stage4_093,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,"['high', 'medium', 'low']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,789.0,1.0,0.976,0.639,0.772,0.894,0.818,0.875,1.0,1.0,0.322,0.487,0.65,0.661,0.58,2025-10-28T17:30:43.076466Z,469e3616267207698b94bf924f4e309fbb95ddcb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,0.0,0.0,0.0005,512.0,True,0.25,True,repeat,0.0
stage4_094,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,"['high', 'medium', 'low']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,123.0,1.0,0.985,0.718,0.83,0.903,0.857,0.876,1.0,1.0,0.452,0.623,0.714,0.726,0.625,2025-10-28T17:30:44.818298Z,469e3616267207698b94bf924f4e309fbb95ddcb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,0.0,0.0,0.0005,512.0,True,0.25,True,repeat,0.3
stage4_095,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,"['high', 'medium', 'low']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,456.0,1.0,0.99,0.658,0.791,0.907,0.828,0.889,1.0,0.993,0.269,0.423,0.634,0.634,0.578,2025-10-28T17:30:46.605119Z,469e3616267207698b94bf924f4e309fbb95ddcb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,0.0,0.0,0.0005,512.0,True,0.25,True,repeat,0.3
stage4_096,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,"['high', 'medium', 'low']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,789.0,0.95,0.911,0.87,0.89,0.932,0.985,0.993,1.0,0.787,0.829,0.808,0.796,0.849,0.779,2025-10-28T17:30:48.354791Z,469e3616267207698b94bf924f4e309fbb95ddcb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,0.0,0.0,0.0005,512.0,True,0.25,True,repeat,0.3
stage4_097,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,"['high', 'medium', 'low']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,123.0,1.0,0.96,0.641,0.769,0.883,0.817,0.864,1.0,0.997,0.364,0.534,0.667,0.682,0.589,2025-10-28T17:30:49.925394Z,469e3616267207698b94bf924f4e309fbb95ddcb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,0.0,0.0,0.0005,512.0,True,0.25,True,repeat,0.5
stage4_098,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,"['high', 'medium', 'low']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,456.0,1.0,0.814,0.673,0.737,0.955,0.832,0.966,1.0,0.901,0.362,0.517,0.751,0.672,0.725,2025-10-28T17:30:51.556953Z,469e3616267207698b94bf924f4e309fbb95ddcb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,0.0,0.0,0.0005,512.0,True,0.25,True,repeat,0.5
stage4_099,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,"['high', 'medium', 'low']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,789.0,0.95,0.873,0.947,0.909,0.943,0.981,0.992,1.0,0.745,0.979,0.846,0.818,0.932,0.924,2025-10-28T17:30:53.492996Z,469e3616267207698b94bf924f4e309fbb95ddcb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,0.0,0.0,0.0005,512.0,True,0.25,True,repeat,0.5
stage4_100,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,"['high', 'medium', 'low']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,123.0,1.0,0.997,0.501,0.667,0.857,0.75,0.833,1.0,0.998,0.253,0.404,0.614,0.626,0.556,2025-10-28T17:30:55.173836Z,469e3616267207698b94bf924f4e309fbb95ddcb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,0.0,0.0,0.0005,512.0,True,0.25,True,linear,0.0
stage4_101,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,"['high', 'medium', 'low']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,456.0,0.8,0.966,0.968,0.967,0.979,0.992,0.995,1.0,0.9,0.866,0.883,0.888,0.916,0.869,2025-10-28T17:30:57.056747Z,469e3616267207698b94bf924f4e309fbb95ddcb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,0.0,0.0,0.0005,512.0,True,0.25,True,linear,0.0
stage4_102,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,"['high', 'medium', 'low']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,789.0,1.0,0.918,0.892,0.905,0.968,0.944,0.978,1.0,0.936,0.541,0.685,0.783,0.76,0.73,2025-10-28T17:30:58.595253Z,469e3616267207698b94bf924f4e309fbb95ddcb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,0.0,0.0,0.0005,512.0,True,0.25,True,linear,0.0
stage4_103,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,"['high', 'medium', 'low']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,123.0,1.0,0.896,0.847,0.871,0.976,0.92,0.984,1.0,0.913,0.269,0.415,0.702,0.627,0.674,2025-10-28T17:30:59.988292Z,469e3616267207698b94bf924f4e309fbb95ddcb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,0.0,0.0,0.0005,512.0,True,0.25,True,linear,0.3
stage4_104,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,"['high', 'medium', 'low']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,456.0,1.0,0.791,0.818,0.804,0.967,0.9,0.983,1.0,0.898,0.35,0.503,0.712,0.661,0.674,2025-10-28T17:31:01.756522Z,469e3616267207698b94bf924f4e309fbb95ddcb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,0.0,0.0,0.0005,512.0,True,0.25,True,linear,0.3
stage4_105,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,"['high', 'medium', 'low']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,789.0,1.0,0.996,0.53,0.692,0.857,0.765,0.83,1.0,0.996,0.296,0.456,0.635,0.648,0.569,2025-10-28T17:31:03.466664Z,469e3616267207698b94bf924f4e309fbb95ddcb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,0.0,0.0,0.0005,512.0,True,0.25,True,linear,0.3
stage4_106,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,"['high', 'medium', 'low']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,123.0,1.0,0.831,0.906,0.867,0.961,0.949,0.984,1.0,0.939,0.498,0.651,0.766,0.74,0.712,2025-10-28T17:31:04.827176Z,469e3616267207698b94bf924f4e309fbb95ddcb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,0.0,0.0,0.0005,512.0,True,0.25,True,linear,0.5
stage4_107,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,"['high', 'medium', 'low']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,456.0,0.85,0.975,0.974,0.974,0.985,0.992,0.995,1.0,0.872,0.919,0.894,0.896,0.931,0.904,2025-10-28T17:31:06.347165Z,469e3616267207698b94bf924f4e309fbb95ddcb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,0.0,0.0,0.0005,512.0,True,0.25,True,linear,0.5
stage4_108,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,"['high', 'medium', 'low']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,789.0,1.0,1.0,0.239,0.386,0.747,0.62,0.725,1.0,1.0,0.165,0.283,0.559,0.582,0.517,2025-10-28T17:31:08.022706Z,469e3616267207698b94bf924f4e309fbb95ddcb,0.0,15000.0,0.0,15000.0,1.0,0.0,0.0,False,0.0,0.0,0.0005,512.0,True,0.25,True,linear,0.5
