experiment.name,experiment.seed,training.epochs,training.batch_size,training.threads,training.val_split,training.autotune,dataset.manifest,dataset.filters.include_negatives,dataset.filters.balance,dataset.filters.max_per_class,dataset.filters.quality,dataset.filters.call_type,dataset.filters.source_root,dataset.filters.splits,dataset.filters.manifest,dataset.filters.seed,dataset.counts_selected.pos,dataset.counts_selected.neg,dataset.breakdown_selected.positive_quality.high,dataset.breakdown_selected.positive_quality.medium,dataset.breakdown_selected.positive_call_type.growl,dataset.breakdown_selected.positive_call_type.grunt,dataset.breakdown_selected.negative_total,metrics.iid.default_0.5.threshold,metrics.iid.default_0.5.precision,metrics.iid.default_0.5.recall,metrics.iid.default_0.5.f1,metrics.iid.default_0.5.accuracy,metrics.iid.default_0.5.tp,metrics.iid.default_0.5.fp,metrics.iid.default_0.5.fn,metrics.iid.default_0.5.tn,metrics.iid.best_f1.threshold,metrics.iid.best_f1.precision,metrics.iid.best_f1.recall,metrics.iid.best_f1.f1,metrics.iid.best_f1.accuracy,metrics.iid.best_f1.tp,metrics.iid.best_f1.fp,metrics.iid.best_f1.fn,metrics.iid.best_f1.tn,metrics.iid.high_precision.threshold,metrics.iid.high_precision.precision,metrics.iid.high_precision.recall,metrics.iid.high_precision.f1,metrics.iid.high_precision.accuracy,metrics.iid.high_precision.tp,metrics.iid.high_precision.fp,metrics.iid.high_precision.fn,metrics.iid.high_precision.tn,metrics.iid.auroc,metrics.iid.auprc,metrics.ood.default_0.5.threshold,metrics.ood.default_0.5.precision,metrics.ood.default_0.5.recall,metrics.ood.default_0.5.f1,metrics.ood.default_0.5.accuracy,metrics.ood.default_0.5.tp,metrics.ood.default_0.5.fp,metrics.ood.default_0.5.fn,metrics.ood.default_0.5.tn,metrics.ood.best_f1.threshold,metrics.ood.best_f1.precision,metrics.ood.best_f1.recall,metrics.ood.best_f1.f1,metrics.ood.best_f1.accuracy,metrics.ood.best_f1.tp,metrics.ood.best_f1.fp,metrics.ood.best_f1.fn,metrics.ood.best_f1.tn,metrics.ood.high_precision.threshold,metrics.ood.high_precision.precision,metrics.ood.high_precision.recall,metrics.ood.high_precision.f1,metrics.ood.high_precision.accuracy,metrics.ood.high_precision.tp,metrics.ood.high_precision.fp,metrics.ood.high_precision.fn,metrics.ood.high_precision.tn,metrics.ood.auroc,metrics.ood.auprc,metadata.timestamp,metadata.git_commit,metadata.hostname,metadata.user,__exp_path,metrics.iid.high_precision,training_args.fmin,training_args.fmax,analyzer_args.fmin,analyzer_args.fmax,analyzer_args.sensitivity,dataset.breakdown_selected.positive_quality.low,dataset.breakdown_selected.positive_call_type.both,metrics.ood.high_precision,training_args.overlap,analyzer_args.overlap,training_args.focal-loss,training_args.focal-loss-gamma,training_args.focal-loss-alpha,training_args.learning_rate,training.dropout,training_args.hidden_units,training_args.mixup,training_args.dropout,training_args.label_smoothing,training_args.upsampling_mode,training_args.upsampling_ratio
stage2_sweep_012,789,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,789,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.666,0,0,1262,2522,1.0,0.503,0.761,0.606,0.669,961,951,301,1571,,,,,,,,,,0.712,0.806,0.5,0.0,0.0,0.0,0.491,0,0,2173,2096,1.0,0.514,0.332,0.404,0.5,722,682,1451,1414,,,,,,,,,,0.508,0.494,2025-09-19T00:08:27.792012Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2_sweep_012,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,True,2.0,0.25,0.0005,,512.0,True,0.25,False,repeat,0.0
stage2_sweep_013,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.854,0,0,276,1619,0.95,0.609,0.71,0.656,0.891,196,126,80,1493,,,,,,,,,,0.927,0.986,0.5,0.0,0.0,0.0,0.616,0,0,780,1249,1.0,0.736,0.946,0.828,0.849,738,265,42,984,,,,,,,,,,0.882,0.921,2025-09-19T00:30:45.855850Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2_sweep_013,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.0005,,512.0,False,0.25,True,repeat,0.0
stage2_sweep_014,456,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,456,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.639,0,0,1036,1831,1.0,0.455,0.584,0.511,0.596,605,726,431,1105,,,,,,,,,,0.55,0.686,0.5,0.0,0.0,0.0,0.46,0,0,1884,1608,1.0,0.608,0.515,0.558,0.56,971,625,913,983,,,,,,,,,,0.537,0.495,2025-09-19T00:53:30.023667Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2_sweep_014,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.0005,,512.0,False,0.25,True,repeat,0.0
stage2_sweep_015,789,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,789,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.665,0,0,1341,2667,1.0,0.596,0.767,0.671,0.748,1029,697,312,1970,,,,,,,,,,0.78,0.841,0.5,0.0,0.0,0.0,0.45,0,0,2896,2367,1.0,0.663,0.485,0.561,0.581,1406,714,1490,1653,0.6,0.917,0.027,0.052,0.463,77.0,7.0,2819.0,2360.0,0.616,0.521,2025-09-19T01:16:02.404984Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2_sweep_015,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.0005,,512.0,False,0.25,True,repeat,0.0
stage2_sweep_016,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.623,0,0,1160,1919,1.0,0.595,0.718,0.651,0.71,833,566,327,1353,,,,,,,,,,0.699,0.768,0.5,0.0,0.0,0.0,0.446,0,0,2053,1652,1.0,0.692,0.604,0.645,0.632,1240,551,813,1101,,,,,,,,,,0.617,0.542,2025-09-19T01:38:30.811491Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2_sweep_016,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,True,2.0,0.25,0.0005,,512.0,False,0.25,True,repeat,0.0
stage2_sweep_017,456,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,456,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.626,0,0,1228,2057,1.0,0.588,0.407,0.481,0.672,500,350,728,1707,,,,,,,,,,0.62,0.694,0.5,0.0,0.0,0.0,0.459,0,0,2011,1706,1.0,0.542,0.151,0.236,0.472,304,257,1707,1449,,,,,,,,,,0.501,0.459,2025-09-19T02:00:56.378112Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2_sweep_017,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,True,2.0,0.25,0.0005,,512.0,False,0.25,True,repeat,0.0
stage2_sweep_018,789,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,789,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.678,0,0,983,2070,1.0,0.226,0.082,0.121,0.613,81,278,902,1792,,,,,,,,,,0.472,0.666,0.5,0.0,0.0,0.0,0.48,0,0,1895,1747,1.0,0.242,0.029,0.052,0.448,55,172,1840,1575,,,,,,,,,,0.465,0.462,2025-09-19T02:21:35.841350Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2_sweep_018,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,True,2.0,0.25,0.0005,,512.0,False,0.25,True,repeat,0.0
stage2_sweep_019,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.823,0,0,337,1565,1.0,0.562,0.932,0.701,0.859,314,245,23,1320,,,,,,,,,,0.915,0.974,0.5,0.0,0.0,0.0,0.763,0,0,376,1212,1.0,0.63,0.928,0.751,0.854,349,205,27,1007,,,,,,,,,,0.893,0.957,2025-09-19T02:41:15.056688Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2_sweep_019,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.0005,,512.0,True,0.25,True,repeat,0.0
stage2_sweep_020,456,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,456,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.648,0,0,1299,2391,1.0,0.501,0.872,0.637,0.649,1133,1128,166,1263,,,,,,,,,,0.723,0.818,0.5,0.0,0.0,0.0,0.467,0,0,2570,2253,1.0,0.595,0.651,0.622,0.578,1672,1136,898,1117,,,,,,,,,,0.574,0.524,2025-09-19T03:01:15.247283Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2_sweep_020,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.0005,,512.0,True,0.25,True,repeat,0.0
stage2_sweep_021,789,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,789,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.659,0,0,1108,2144,0.95,0.605,0.914,0.728,0.768,1013,661,95,1483,,,,,,,,,,0.851,0.934,0.5,0.0,0.0,0.0,0.462,0,0,2088,1793,0.95,0.72,0.925,0.81,0.766,1932,751,156,1042,,,,,,,,,,0.789,0.833,2025-09-19T03:20:39.275035Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2_sweep_021,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,2.0,0.25,0.0005,,512.0,True,0.25,True,repeat,0.0
stage2_sweep_022,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.609,0,0,1450,2260,1.0,0.571,0.612,0.591,0.669,888,667,562,1593,,,,,,,,,,0.666,0.719,0.5,0.0,0.0,0.0,0.403,0,0,3017,2035,1.0,0.722,0.66,0.69,0.645,1991,765,1026,1270,,,,,,,,,,0.64,0.516,2025-09-19T03:40:15.664383Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2_sweep_022,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,True,2.0,0.25,0.0005,,512.0,True,0.25,True,repeat,0.0
stage2_sweep_023,456,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,456,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.603,0,0,1759,2675,1.0,0.697,0.472,0.563,0.709,831,362,928,2313,,,,,,,,,,0.674,0.707,0.5,0.0,0.0,0.0,0.406,0,0,3535,2416,1.0,0.794,0.375,0.509,0.571,1325,344,2210,2072,,,,,,,,,,0.621,0.479,2025-09-19T04:00:58.559807Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2_sweep_023,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,True,2.0,0.25,0.0005,,512.0,True,0.25,True,repeat,0.0
stage2_sweep_024,789,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,789,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.716,0,0,747,1885,1.0,0.535,0.83,0.651,0.747,620,539,127,1346,,,,,,,,,,0.785,0.884,0.5,0.0,0.0,0.0,0.491,0,0,1697,1634,1.0,0.667,0.717,0.691,0.673,1216,607,481,1027,,,,,,,,,,0.646,0.625,2025-09-19T04:19:18.956651Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2_sweep_024,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,True,2.0,0.25,0.0005,,512.0,True,0.25,True,repeat,0.0
stage2b_001,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.655,0,0,1063,2017,1.0,0.345,1.0,0.513,0.346,1063,2015,0,2,,,,,,,,,,0.67,0.832,0.5,0.0,0.0,0.0,0.467,0,0,2006,1760,1.0,0.533,1.0,0.695,0.533,2006,1760,0,0,,,,,,,,,,0.587,0.63,2025-09-22T22:51:57.449095Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2b_001,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,False,0.25,False,repeat,0.0
stage2b_002,456,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,456,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.672,0,0,896,1839,1.0,0.569,0.518,0.542,0.713,464,352,432,1487,,,,,,,,,,0.664,0.764,0.5,0.0,0.0,0.0,0.468,0,0,1791,1574,1.0,0.719,0.384,0.501,0.592,688,269,1103,1305,,,,,,,,,,0.605,0.534,2025-09-22T23:14:35.066497Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2b_002,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,False,0.25,False,repeat,0.0
stage2b_003,789,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,789,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.676,0,0,997,2079,1.0,0.511,0.719,0.597,0.686,717,687,280,1392,,,,,,,,,,0.67,0.793,0.5,0.0,0.0,0.0,0.476,0,0,1906,1729,1.0,0.483,0.276,0.351,0.465,526,564,1380,1165,,,,,,,,,,0.472,0.461,2025-09-22T23:35:29.589934Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2b_003,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,False,0.25,False,repeat,0.0
stage2b_004,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.686,0,0,1028,2243,1.0,0.318,0.091,0.142,0.653,94,202,934,2041,,,,,,,,,,0.502,0.686,0.5,0.0,0.0,0.0,0.489,0,0,1972,1890,1.0,0.42,0.056,0.098,0.479,110,152,1862,1738,,,,,,,,,,0.488,0.483,2025-09-22T23:57:11.971771Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2b_004,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,True,2.0,0.25,0.0005,,512.0,False,0.25,False,repeat,0.0
