experiment.name,experiment.seed,training.epochs,training.batch_size,training.threads,training.val_split,training.autotune,dataset.manifest,dataset.filters.include_negatives,dataset.filters.balance,dataset.filters.max_per_class,dataset.filters.quality,dataset.filters.call_type,dataset.filters.source_root,dataset.filters.splits,dataset.filters.manifest,dataset.filters.seed,dataset.counts_selected.pos,dataset.counts_selected.neg,dataset.breakdown_selected.positive_quality.high,dataset.breakdown_selected.positive_quality.medium,dataset.breakdown_selected.positive_call_type.growl,dataset.breakdown_selected.positive_call_type.grunt,dataset.breakdown_selected.negative_total,metrics.iid.default_0.5.threshold,metrics.iid.default_0.5.precision,metrics.iid.default_0.5.recall,metrics.iid.default_0.5.f1,metrics.iid.default_0.5.accuracy,metrics.iid.default_0.5.tp,metrics.iid.default_0.5.fp,metrics.iid.default_0.5.fn,metrics.iid.default_0.5.tn,metrics.iid.best_f1.threshold,metrics.iid.best_f1.precision,metrics.iid.best_f1.recall,metrics.iid.best_f1.f1,metrics.iid.best_f1.accuracy,metrics.iid.best_f1.tp,metrics.iid.best_f1.fp,metrics.iid.best_f1.fn,metrics.iid.best_f1.tn,metrics.iid.high_precision.threshold,metrics.iid.high_precision.precision,metrics.iid.high_precision.recall,metrics.iid.high_precision.f1,metrics.iid.high_precision.accuracy,metrics.iid.high_precision.tp,metrics.iid.high_precision.fp,metrics.iid.high_precision.fn,metrics.iid.high_precision.tn,metrics.iid.auroc,metrics.iid.auprc,metrics.ood.default_0.5.threshold,metrics.ood.default_0.5.precision,metrics.ood.default_0.5.recall,metrics.ood.default_0.5.f1,metrics.ood.default_0.5.accuracy,metrics.ood.default_0.5.tp,metrics.ood.default_0.5.fp,metrics.ood.default_0.5.fn,metrics.ood.default_0.5.tn,metrics.ood.best_f1.threshold,metrics.ood.best_f1.precision,metrics.ood.best_f1.recall,metrics.ood.best_f1.f1,metrics.ood.best_f1.accuracy,metrics.ood.best_f1.tp,metrics.ood.best_f1.fp,metrics.ood.best_f1.fn,metrics.ood.best_f1.tn,metrics.ood.high_precision.threshold,metrics.ood.high_precision.precision,metrics.ood.high_precision.recall,metrics.ood.high_precision.f1,metrics.ood.high_precision.accuracy,metrics.ood.high_precision.tp,metrics.ood.high_precision.fp,metrics.ood.high_precision.fn,metrics.ood.high_precision.tn,metrics.ood.auroc,metrics.ood.auprc,metadata.timestamp,metadata.git_commit,metadata.hostname,metadata.user,__exp_path,metrics.iid.high_precision,training_args.fmin,training_args.fmax,analyzer_args.fmin,analyzer_args.fmax,analyzer_args.sensitivity,dataset.breakdown_selected.positive_quality.low,dataset.breakdown_selected.positive_call_type.both,metrics.ood.high_precision,training_args.overlap,analyzer_args.overlap,training_args.focal-loss,training_args.focal-loss-gamma,training_args.focal-loss-alpha,training_args.learning_rate,training.dropout,training_args.hidden_units,training_args.mixup,training_args.dropout,training_args.label_smoothing,training_args.upsampling_mode,training_args.upsampling_ratio
stage4_011,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,['high'],"['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,456.0,245.0,245.0,245.0,,6.0,139.0,245.0,0.5,0.0,0.0,0.0,0.736,0,0,444,1240,0.85,0.591,0.903,0.715,0.81,401,277,43,963,,,,,,,,,,0.884,0.962,0.5,0.0,0.0,0.0,0.61,0,0,702,1100,0.9,0.605,0.943,0.737,0.738,662,432,40,668,,,,,,,,,,0.803,0.895,2025-10-14T22:43:26.126212Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_011,,0.0,15000.0,0.0,15000.0,1.0,,100.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,linear,0.0
stage4_012,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,['high'],"['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,789.0,245.0,245.0,245.0,,6.0,139.0,245.0,0.5,0.0,0.0,0.0,0.632,0,0,559,962,0.7,0.571,0.939,0.71,0.718,525,395,34,567,,,,,,,,,,0.803,0.902,0.5,0.0,0.0,0.0,0.46,0,0,1171,998,0.7,0.615,0.963,0.75,0.654,1128,707,43,291,,,,,,,,,,0.646,0.69,2025-10-14T22:56:53.875910Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_012,,0.0,15000.0,0.0,15000.0,1.0,,100.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,linear,0.0
stage4_013,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,['high'],"['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,123.0,245.0,245.0,245.0,,6.0,139.0,245.0,0.5,0.0,0.0,0.0,0.665,0,0,999,1983,0.8,0.557,0.841,0.67,0.723,840,667,159,1316,,,,,,,,,,0.824,0.915,0.5,0.0,0.0,0.0,0.473,0,0,1817,1634,0.9,0.567,0.992,0.722,0.597,1802,1376,15,258,,,,,,,,,,0.626,0.645,2025-10-14T23:10:54.801063Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_013,,0.0,15000.0,0.0,15000.0,1.0,,100.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,linear,0.3
stage4_014,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,['high'],"['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,456.0,245.0,245.0,245.0,,6.0,139.0,245.0,0.5,0.0,0.0,0.0,0.662,0,0,989,1937,0.9,0.387,0.903,0.542,0.485,893,1412,96,525,,,,,,,,,,0.637,0.789,0.5,0.0,0.0,0.0,0.477,0,0,1874,1708,0.95,0.525,0.997,0.688,0.527,1869,1689,5,19,,,,,,,,,,0.436,0.457,2025-10-14T23:24:47.214221Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_014,,0.0,15000.0,0.0,15000.0,1.0,,100.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,linear,0.3
stage4_015,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,['high'],"['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,789.0,245.0,245.0,245.0,,6.0,139.0,245.0,0.5,0.0,0.0,0.0,0.686,0,0,1080,2361,1.0,0.314,1.0,0.478,0.314,1080,2361,0,0,,,,,,,,,,0.5,0.682,0.5,0.0,0.0,0.0,0.509,0,0,2098,2179,1.0,0.491,1.0,0.658,0.491,2098,2179,0,0,,,,,,,,,,0.313,0.386,2025-10-14T23:38:51.872569Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_015,,0.0,15000.0,0.0,15000.0,1.0,,100.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,linear,0.3
stage4_016,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,['high'],"['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,123.0,245.0,245.0,245.0,,6.0,139.0,245.0,0.5,0.0,0.0,0.0,0.688,0,0,635,1403,0.8,0.421,0.917,0.577,0.581,582,801,53,602,,,,,,,,,,0.704,0.864,0.5,0.0,0.0,0.0,0.418,0,0,1643,1181,0.85,0.597,0.988,0.744,0.604,1623,1097,20,84,,,,,,,,,,0.51,0.493,2025-10-14T23:53:06.073929Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_016,,0.0,15000.0,0.0,15000.0,1.0,,100.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,linear,0.5
stage4_017,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,['high'],"['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,456.0,245.0,245.0,245.0,,6.0,139.0,245.0,0.5,0.0,0.0,0.0,0.675,0,0,978,2033,0.85,0.495,0.79,0.609,0.67,773,788,205,1245,,,,,,,,,,0.764,0.873,0.5,0.0,0.0,0.0,0.486,0,0,1843,1742,1.0,0.514,1.0,0.679,0.514,1843,1742,0,0,,,,,,,,,,0.482,0.464,2025-10-15T00:06:56.298065Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_017,,0.0,15000.0,0.0,15000.0,1.0,,100.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,linear,0.5
stage4_018,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,['high'],"['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,789.0,245.0,245.0,245.0,,6.0,139.0,245.0,0.5,0.0,0.0,0.0,0.654,0,0,1076,2030,0.9,0.46,0.983,0.627,0.595,1058,1241,18,789,,,,,,,,,,0.651,0.83,0.5,0.0,0.0,0.0,0.484,0,0,1901,1780,0.9,0.582,0.969,0.728,0.625,1843,1321,58,459,,,,,,,,,,0.635,0.689,2025-10-15T00:22:21.147059Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_018,,0.0,15000.0,0.0,15000.0,1.0,,100.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,linear,0.5
stage4_019,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,['high'],"['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,123.0,245.0,8525.0,245.0,,6.0,139.0,8525.0,0.5,0.0,0.0,0.0,0.669,0,0,823,1664,0.95,0.469,0.877,0.612,0.631,722,816,101,848,,,,,,,,,,0.684,0.858,0.5,0.0,0.0,0.0,0.464,0,0,1660,1439,0.95,0.652,0.933,0.768,0.697,1549,827,111,612,,,,,,,,,,0.685,0.741,2025-10-15T00:53:55.542147Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_019,,0.0,15000.0,0.0,15000.0,1.0,,100.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,repeat,0.0
stage4_020,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,['high'],"['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,456.0,245.0,8525.0,245.0,,6.0,139.0,8525.0,0.5,0.0,0.0,0.0,0.669,0,0,711,1437,0.95,0.556,0.944,0.7,0.732,671,535,40,902,,,,,,,,,,0.792,0.913,0.5,0.0,0.0,0.0,0.469,0,0,1690,1492,0.95,0.665,0.902,0.766,0.707,1525,768,165,724,,,,,,,,,,0.681,0.756,2025-10-15T01:26:34.148325Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_020,,0.0,15000.0,0.0,15000.0,1.0,,100.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,repeat,0.0
stage4_021,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,['high'],"['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,789.0,245.0,8525.0,245.0,,6.0,139.0,8525.0,0.5,0.0,0.0,0.0,0.706,0,0,993,2387,0.95,0.419,0.924,0.576,0.601,918,1274,75,1113,,,,,,,,,,0.738,0.891,0.5,0.0,0.0,0.0,0.461,0,0,2237,1917,0.95,0.663,0.875,0.755,0.693,1958,995,279,922,,,,,,,,,,0.682,0.747,2025-10-15T01:59:18.579797Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_021,,0.0,15000.0,0.0,15000.0,1.0,,100.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,repeat,0.0
stage4_022,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,['high'],"['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,123.0,245.0,8525.0,245.0,,6.0,139.0,8525.0,0.5,0.0,0.0,0.0,0.667,0,0,959,1925,1.0,0.436,0.999,0.607,0.57,958,1239,1,686,,,,,,,,,,0.784,0.896,0.5,0.0,0.0,0.0,0.467,0,0,1894,1662,1.0,0.589,0.995,0.74,0.628,1885,1314,9,348,,,,,,,,,,0.61,0.669,2025-10-15T02:32:08.974897Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_022,,0.0,15000.0,0.0,15000.0,1.0,,100.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,repeat,0.3
stage4_023,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,['high'],"['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,456.0,245.0,8525.0,245.0,,6.0,139.0,8525.0,0.5,0.0,0.0,0.0,0.678,0,0,1017,2143,1.0,0.412,0.898,0.565,0.554,913,1304,104,839,,,,,,,,,,0.541,0.76,0.5,0.0,0.0,0.0,0.483,0,0,1924,1795,1.0,0.607,0.933,0.736,0.653,1796,1163,128,632,,,,,,,,,,0.584,0.628,2025-10-15T03:04:40.958256Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_023,,0.0,15000.0,0.0,15000.0,1.0,,100.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,repeat,0.3
stage4_024,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,['high'],"['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,789.0,245.0,8525.0,245.0,,6.0,139.0,8525.0,0.5,0.0,0.0,0.0,0.597,0,0,909,1347,1.0,0.521,1.0,0.685,0.629,909,837,0,510,,,,,,,,,,0.667,0.824,0.5,0.0,0.0,0.0,0.423,0,0,1744,1279,1.0,0.609,0.994,0.755,0.628,1734,1115,10,164,,,,,,,,,,0.551,0.564,2025-10-15T03:37:09.178257Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_024,,0.0,15000.0,0.0,15000.0,1.0,,100.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,repeat,0.3
stage4_025,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,['high'],"['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,123.0,245.0,8525.0,245.0,,6.0,139.0,8525.0,0.5,0.0,0.0,0.0,0.627,0,0,1546,2600,1.0,0.511,0.992,0.674,0.643,1533,1469,13,1131,,,,,,,,,,0.763,0.869,0.5,0.0,0.0,0.0,0.419,0,0,3095,2229,1.0,0.689,0.975,0.808,0.73,3019,1361,76,868,,,,,,,,,,0.708,0.704,2025-10-15T04:09:50.204285Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_025,,0.0,15000.0,0.0,15000.0,1.0,,100.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,repeat,0.5
stage4_026,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,['high'],"['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,456.0,245.0,8525.0,245.0,,6.0,139.0,8525.0,0.5,0.0,0.0,0.0,0.924,0,0,130,1584,0.8,0.256,0.669,0.37,0.827,87,253,43,1331,,,,,,,,,,0.873,0.989,0.5,0.0,0.0,0.0,0.771,0,0,288,970,0.95,0.666,0.948,0.782,0.879,273,137,15,833,,,,,,,,,,0.94,0.984,2025-10-15T04:43:51.570877Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_026,,0.0,15000.0,0.0,15000.0,1.0,,100.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,repeat,0.5
stage4_027,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,['high'],"['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,789.0,245.0,8525.0,245.0,,6.0,139.0,8525.0,0.5,0.0,0.0,0.0,0.68,0,0,1008,2139,1.0,0.424,0.997,0.595,0.566,1005,1363,3,776,,,,,,,,,,0.651,0.847,0.5,0.0,0.0,0.0,0.486,0,0,2010,1897,1.0,0.585,0.994,0.736,0.633,1998,1420,12,477,,,,,,,,,,0.667,0.723,2025-10-15T05:16:35.839881Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_027,,0.0,15000.0,0.0,15000.0,1.0,,100.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,repeat,0.5
